user_id	followers_count	friends_count	statuses_count	favourites_count	listed_count	created_year	name_words	screen_name_length	description_length
601849857	0.9011068984738514	0.9519390272191945	0.8342273357862979	0.7053112950125546	0.6236796356479679	0.6842105263157895	0.7692307692307693	0.6855345911949685	0.6666666666666666
351429761	0.9332824377557936	0.9489198648645102	0.9148475154490201	0.983721885406203	0.0	0.7368421052631579	0.8461538461538461	0.012578616352201259	0.5555555555555556
2792643764	0.8719496069529755	0.9427081748798215	0.7150819885661472	0.9202244531319491	0.6236796356479679	0.5263157894736842	0.6923076923076923	0.22012578616352202	0.8888888888888888
215056389	0.9294574516717383	0.9464141831872535	0.8166754091520292	0.9643862062729981	0.0	0.7894736842105263	0.6153846153846154	0.4716981132075472	0.4444444444444444
248807431	0.9876023334173805	0.9567974515312705	0.9628037205109048	0.9828132192206931	0.9671285881851331	0.3157894736842105	0.6923076923076923	0.9245283018867925	0.5555555555555556
61931528	0.9685588569702555	0.9774496093362307	0.9336930942458034	0.9553021783427894	0.8742720943809246	0.2631578947368421	0.6923076923076923	0.025157232704402517	0.3333333333333333
2513463980	0.9398291192301761	0.9472827147637962	0.8795913556771888	0.9669194000380505	0.0	0.21052631578947367	0.46153846153846156	0.012578616352201259	0.8888888888888888
102137866	0.9628309299366747	0.9445655676257515	0.8587335046431418	0.8716829663696867	0.9502593322652264	0.6842105263157895	0.7692307692307693	0.9182389937106918	0.4444444444444444
298385420	0.9564764313696859	0.9538228080213327	0.8951070884342747	0.9451323246430545	0.9017775910998569	0.5263157894736842	0.6153846153846154	0.9937106918238994	0.5555555555555556
265519119	0.9244906256917903	0.938193707648213	0.9488759452655035	0.9893597102949353	0.793107674087148	0.10526315789473684	0.6153846153846154	0.5157232704402516	0.5555555555555556
391413781	0.9019345842501562	0.9394641389856626	0.7645901653256674	0.9340553083551656	0.793107674087148	0.47368421052631576	0.8461538461538461	0.9119496855345912	0.5555555555555556
2962522134	0.9087607872222346	0.9275690218970233	0.8316959594958917	0.7488806775428176	0.0	0.5789473684210527	0.5384615384615384	0.9119496855345912	1.0
1683980311	0.9320050280509214	0.9431706847741855	0.9090836584694213	0.9551744373299881	0.0	0.15789473684210525	0.6153846153846154	0.4088050314465409	0.7777777777777778
103055384	0.9375710565481886	0.7473563012824403	0.6638880631397595	0.0	0.8438311530059827	0.15789473684210525	0.8461538461538461	0.16981132075471697	0.4444444444444444
314966047	0.9089410527951579	0.9284739979357695	0.8656228869714347	0.8963893552747936	0.6236796356479679	0.5789473684210527	0.9230769230769231	0.6855345911949685	0.5555555555555556
304021536	0.9327940893242084	0.869908621189799	0.6927979950968992	0.0	0.8957233129913572	0.6842105263157895	0.7692307692307693	0.44654088050314467	0.5555555555555556
549781537	0.9512389844031365	0.9558874795529715	0.7902210371995022	0.8697372497612054	0.8508982346022654	0.47368421052631576	0.6923076923076923	0.5094339622641509	0.6666666666666666
26017826	0.9251706953767247	0.913919880342157	0.8129370777478407	0.0	0.6236796356479679	0.3684210526315789	0.6923076923076923	0.5031446540880503	0.3333333333333333
23068708	0.9637427173564412	0.962699301079555	0.8966783585303373	0.8933995821663067	0.9551351675417873	0.5789473684210527	0.8461538461538461	0.9937106918238994	0.3333333333333333
2954690598	0.8947700960326341	0.9392093069047646	0.7400990735808501	0.9700492447720322	0.7218423491133718	0.8947368421052632	0.9230769230769231	0.09433962264150944	1.0
262111271	0.9542056110441253	0.9507619995959997	0.9280710355805276	0.9679195527690292	0.8921134321480088	0.3684210526315789	0.6923076923076923	0.9245283018867925	0.5555555555555556
33423401	0.9715531717598777	0.9400079936544886	0.892648143628956	0.9436074313594023	0.9617954749840506	0.5263157894736842	0.6153846153846154	0.8616352201257862	0.3333333333333333
14188586	0.8955466195253051	0.938684445167879	0.7803085609804089	0.8870067523137678	0.7218423491133718	0.3157894736842105	0.3076923076923077	0.1949685534591195	0.2222222222222222
526024747	0.9334094008612335	0.9415584162525981	0.9310537624703706	0.9708201181426817	0.0	0.10526315789473684	0.8461538461538461	0.012578616352201259	0.6666666666666666
358842416	0.9515330672372254	0.9440826621297567	0.9125639256700803	0.9815930521556893	0.811338908817556	0.6842105263157895	0.46153846153846156	0.012578616352201259	0.5555555555555556
635171054	0.9323198841996548	0.9430566409427018	0.9072526073509806	0.9699001814260124	0.7218423491133718	0.5263157894736842	0.9230769230769231	0.08176100628930817	0.6666666666666666
1245380660	0.8977031667458442	0.930995333458411	0.8205529808828126	0.8629676738290475	0.0	0.631578947368421	0.7692307692307693	0.012578616352201259	0.7777777777777778
19464245	0.9584661128313448	0.9601157518682403	0.9301485302246859	0.9683300980820491	0.9397821469462355	0.3684210526315789	0.46153846153846156	0.7295597484276729	0.3333333333333333
32823	0.953799072576268	0.9473366335580659	0.910287867858383	0.9545464924350531	0.9586668359953814	0.5263157894736842	0.5384615384615384	0.23270440251572327	0.0
